,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603866.XSHG,2016-03-25,52.83,63.6713,14.4,7.13,375.14,603866.XSHG,6.71,6.38,5.77,13.55,34.98,83.5,16.5,13.55,15.16,2.47,0.05,95.14,0.0,95.1,119.44,19.69,119.34,21.04,1.62,21.04,1.62,20.19,-11.39,22.59,-6.85,22.59,-6.85,1
0,603866.XSHG,2016-04-27,42.64,42.6443,7.92,5.77,23.72,603866.XSHG,4.33,4.29,3.82,12.49,35.2,84.02,15.98,12.49,15.59,2.89,-0.22,99.14,0.0,99.14,116.4,18.98,118.78,31.34,-7.99,31.34,-7.99,44.15,-10.87,44.42,-15.17,44.42,-15.17,1
0,603866.XSHG,2016-08-18,54.1,58.0699,10.32,7.4,34.27,603866.XSHG,5.663,5.4728,4.9939,13.357,35.9915,83.531,16.469,13.357,16.374,2.1858,-0.1731,96.3417,,96.6418,113.5296,15.939,96.7818,26.2858,20.4849,26.2858,20.4849,16.5341,24.1815,21.7684,28.8005,21.7684,28.8005,-1
0,603866.XSHG,2016-10-26,48.62,54.8524,10.51,6.59,52.07,603866.XSHG,7.2319,6.7527,6.1865,14.8091,37.249,82.1074,17.8926,14.8091,15.9859,2.1864,-0.128,93.1771,,93.3739,109.6416,21.1162,118.0159,29.5774,15.0236,29.5774,15.0236,22.562,24.9664,29.8038,27.5288,29.8038,27.5288,-1
0,603866.XSHG,2017-03-30,46.29,56.9542,10.05,6.32,51.74,603866.XSHG,5.5151,5.4381,4.7245,11.8939,35.8053,85.195,14.9123,11.8939,18.1444,1.1809,-0.0647,97.9427,,98.6047,116.2541,7.8593,53.0856,29.0068,1.1761,29.0068,1.1761,16.6283,-15.6765,13.2318,-18.7408,13.2318,-18.7408,-1
0,603866.XSHG,2017-04-27,45.14,45.1423,9.56,5.95,-66.93,603866.XSHG,3.4059,3.4558,2.9668,8.6906,34.6635,89.3892,10.4154,8.6906,19.6559,3.1066,-0.0558,96.4485,-1.7768,101.4667,117.0292,13.5895,128.0716,23.8844,-11.6474,23.8844,-11.6474,-19.2491,-38.291,-13.8322,-35.4425,-13.8322,-35.4425,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603868.XSHG,2016-08-18,49.07,51.3557,20.62,8.97,-2638.02,603868.XSHG,6.082,5.8547,4.5906,15.2153,38.1135,80.4382,19.9406,15.2153,13.9521,4.5172,-0.2304,96.2557,1.8637,96.2614,116.8016,23.094,118.0566,6.7009,-14.9469,6.7009,-14.9469,-14.4092,-29.9814,-14.9826,-30.2173,-14.9826,-30.2173,-1
0,603868.XSHG,2016-10-26,38.63,39.0616,9.43,6.73,34.29,603868.XSHG,8.9315,8.6849,6.6436,19.7408,39.3182,74.3843,26.0593,19.7408,10.1829,3.3138,-0.5174,97.2258,1.6837,97.239,114.0893,21.4159,83.6046,45.0839,32.4793,45.0839,32.4793,85.9528,73.1301,63.7817,71.8831,63.7817,71.8831,-1
0,603868.XSHG,2017-03-30,35.14,40.6852,11.12,6.34,32.27,603868.XSHG,10.0898,9.766,7.2844,18.6423,36.6461,76.208,24.1883,18.6423,8.0215,3.3513,-0.3811,96.756,1.6117,96.7909,114.1267,31.7873,133.6051,20.648,17.5408,20.648,17.5408,25.7352,9.1016,24.6851,10.9999,24.6851,10.9999,1
0,603868.XSHG,2017-04-26,33.54,33.5421,10.23,6.11,26.29,603868.XSHG,9.4969,9.179,7.1434,21.3125,39.0814,72.5162,27.8709,21.3125,6.9549,3.9005,-0.4281,96.6542,1.3611,96.652,116.9967,21.3889,77.8237,20.2736,-9.188,20.2736,-9.188,38.3903,4.6377,38.2236,3.8193,38.2236,3.8193,1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603869.XSHG,2015-04-30,40.17,40.1734,2.91,6.34,-25.61,603869.XSHG,0.54,0.5,0.42,4.57,36.9,94.44,5.85,4.57,4.76,22.77,3.06,90.08,4.61,93.86,101.62,5.04,90.54,26.62,-17.87,26.62,-17.87,529.17,-64.18,300.41,-65.62,298.64,-65.78,-1
0,603869.XSHG,2015-08-28,98.17,107.1847,7.58,16.19,24.37,603869.XSHG,5.55,5.4,4.35,32.39,51.2,62.14,38.08,32.39,1.69,9.29,1.76,96.69,0.57,97.21,111.3,48.62,128.42,18.03,47.44,18.03,47.44,83.83,859.92,88.96,946.15,89.07,950.26,1
0,603869.XSHG,2015-10-27,62.78,87.5147,6.19,12.64,21.01,603869.XSHG,6.69,6.56,5.32,35.13,53.98,59.16,41.06,35.13,2.27,8.62,1.5,97.62,0.53,98.14,112.42,55.16,135.08,16.08,14.88,16.08,14.88,55.23,23.88,55.83,24.58,55.92,24.65,-1
0,603869.XSHG,2016-04-01,63.87,107.3514,7.19,14.83,27.53,603869.XSHG,-1.07,-1.08,-0.86,-8.93,31.88,112.67,-9.7,-8.93,6.27,32.91,2.05,136.04,-31.82,,95.18,-8.66,68.41,-13.1,-37.53,-13.1,-37.53,-162.87,-114.76,-171.16,-115.88,-171.23,-115.9,-1
0,603869.XSHG,2016-04-26,78.15,95.5192,8.83,18.15,33.69,603869.XSHG,0.5,0.49,0.41,5.81,32.05,92.92,7.4,5.81,6.76,15.2,2.32,93.36,4.18,97.4,102.97,0.25,3.53,-4.18,-9.44,-4.18,-9.44,21.24,169.07,21.99,158.93,22.0,158.6,-1
0,603869.XSHG,2016-08-22,83.58,84.3975,7.77,16.66,-38.1,603869.XSHG,3.1164,3.0235,2.4333,22.8772,45.1242,74.4389,27.5759,22.8772,5.1093,11.8677,2.1167,89.4622,7.0516,97.0216,99.7511,31.2073,122.0891,2.7299,58.068,2.7299,58.068,-25.6058,489.01,-27.4474,522.1621,-27.3084,525.7971,1
0,603869.XSHG,2016-10-26,156.65,138.2188,12.68,27.07,-109.75,603869.XSHG,4.0144,3.9948,3.0017,34.0355,57.0915,59.006,41.4795,34.0355,4.319,9.8673,1.246,98.6202,1.1681,99.5109,107.7371,55.0043,134.1765,81.9129,103.4359,81.9129,103.4359,83.7736,206.0075,76.2618,202.6611,58.2969,171.4349,-1
0,603869.XSHG,2017-04-10,114.58,138.9727,4.0,21.66,1848.74,603869.XSHG,2.527,2.4843,1.7401,14.7571,40.0987,83.1432,16.6069,14.7571,12.0613,12.8721,1.6788,95.5333,-1.4161,98.3087,104.5368,16.1285,95.6795,622.0474,147.9412,622.0474,147.9412,1335.7729,-0.7331,1293.0173,7.5022,1257.6085,16.2921,-1
0,603869.XSHG,2017-04-29,126.71,154.7617,4.43,23.95,2044.4,603869.XSHG,0.2545,0.244,0.1252,1.927,41.5818,96.0312,4.3323,1.927,17.0993,18.4418,1.6926,77.8647,7.1325,95.882,80.8509,-57.7737,-1455.7094,398.558,-37.469,398.558,-37.469,191.8664,-83.6873,65.2951,-91.8345,134.036,-88.1523,-1
0,603869.XSHG,2017-08-05,54.1351,55.7842,2.6651,8.0002,10.4891,603869.XSHG,2.1869,2.1766,1.6804,15.5666,41.0113,82.5692,18.5798,15.5666,10.9558,6.3021,1.8136,95.212,3.8211,99.5289,60.8466,-14.7824,-84.806,434.6811,69.5209,434.6811,69.5209,260.2517,627.0171,263.8194,1269.3971,223.0269,763.7529,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603877.XSHG,2017-04-28,34.84,32.4494,9.62,2.87,215.64,603877.XSHG,2.2818,1.75,1.1493,3.7715,54.3976,96.2186,3.7814,3.7715,36.3459,6.9484,0.4079,76.0467,,76.6926,121.5385,-1.1197,-29.6106,11.4742,-36.6298,11.4742,-36.6298,-23.2224,-78.2983,-5.3912,-69.4051,-4.5982,-68.9968,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603878.XSHG,2017-04-14,57.7,59.498,6.5,4.85,175.45,603878.XSHG,2.1081,2.0298,1.639,9.9007,22.1014,89.0842,10.9345,9.9007,3.3689,7.2036,0.0807,96.1451,0.1651,96.2894,129.7724,14.8503,136.0444,,,,,,,,,,,-1
0,603878.XSHG,2017-04-28,51.09,46.1555,5.2,4.72,140.35,603878.XSHG,0.4493,0.4121,0.3739,3.7888,14.7521,96.2807,4.0519,3.7888,1.8547,9.0866,-0.4405,90.9731,8.1352,91.7204,77.6399,-9.7965,-263.3956,-18.4465,-31.1482,-18.4465,-31.1482,381.0366,-74.4863,448.8005,-73.6521,448.8005,-73.6521,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603879.XSHG,2017-08-15,69.3605,70.3049,6.8923,5.8816,3927.9478,603879.XSHG,3.4982,3.7842,2.9934,8.6054,18.9592,90.6937,10.2224,8.6054,2.6647,5.7119,0.1881,99.058,,108.1747,107.2227,2.8627,30.7606,6.465,43.0917,6.465,43.0917,16.0967,85.3255,7.4388,52.1654,7.4388,52.1654,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603881.XSHG,2017-04-26,159.53,178.9683,32.75,33.22,955.34,603881.XSHG,3.9068,3.9008,1.779,20.9336,42.0665,72.252,27.748,20.9336,0.3926,8.7224,5.0583,99.8437,,99.8446,72.6744,9.7623,35.182,27.6044,-0.7112,27.6044,-0.7112,39.8473,18.2655,26.7213,12.59,26.7213,12.59,-1
0,603881.XSHG,2017-08-11,123.4353,131.4201,12.778,23.8661,33.3407,603881.XSHG,3.9238,3.3305,2.1583,26.3193,42.1695,69.4477,30.5523,26.3193,0.2492,8.9238,1.2843,93.8025,,84.8795,83.511,22.6105,74.0059,21.8126,7.2835,21.8126,7.2835,69.2659,18.1259,68.1321,34.8849,68.1321,34.8849,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603883.XSHG,2015-08-11,92.05,96.5586,9.31,4.81,-344.67,603883.XSHG,3.57,3.57,2.2,6.17,38.28,92.51,7.49,6.17,23.29,6.12,0.33,98.35,0.0,,131.76,6.92,92.28,12.43,-0.69,12.43,-0.69,14.46,-17.79,12.94,-15.08,11.24,-16.58,-1
0,603883.XSHG,2015-10-28,61.84,66.558,6.42,3.22,20.28,603883.XSHG,2.81,2.65,1.68,4.56,36.45,94.16,5.84,4.56,24.7,5.18,-0.09,95.03,0.0,94.34,119.72,-1.36,-23.39,15.73,8.13,15.73,8.13,18.63,-15.8,21.86,-20.1,21.63,-20.18,1
0,603883.XSHG,2016-03-25,83.99,93.6298,8.85,4.38,37.82,603883.XSHG,4.8,4.73,2.74,6.4,36.46,91.9,8.1,6.4,22.84,4.8,-0.09,98.17,0.0,98.55,92.63,7.38,91.15,21.23,20.52,21.23,20.52,13.47,67.3,18.2,69.24,24.22,74.93,-1
0,603883.XSHG,2016-04-19,50.54,50.5353,5.48,2.66,34.47,603883.XSHG,3.5,3.25,2.23,6.65,36.77,92.06,7.94,6.65,23.55,4.14,0.35,93.11,0.0,92.93,116.42,7.57,95.33,26.86,-1.98,26.86,-1.98,11.21,-3.96,16.96,1.85,20.49,3.44,-1
0,603883.XSHG,2016-08-18,52.3,55.2203,5.78,2.74,32.35,603883.XSHG,2.8716,2.8255,1.7938,5.4106,36.1596,93.9683,6.0317,5.4106,23.688,4.9125,0.3635,97.5843,,98.3946,126.3248,6.6101,109.5897,38.4504,8.3874,38.4504,8.3874,11.4388,-17.6225,21.4643,-11.8047,20.1414,-16.8198,-1
0,603883.XSHG,2016-10-29,50.7,55.8642,5.88,2.56,-38.62,603883.XSHG,2.8443,2.6417,1.682,5.0499,35.7551,94.0572,5.9428,5.0499,23.5655,4.9401,0.6533,93.4772,,92.8741,100.0689,2.2544,37.934,37.6423,7.4978,37.6423,7.4978,40.1856,5.9146,52.5226,0.3307,45.118,-3.5877,-1
0,603883.XSHG,2017-03-24,43.55,51.7898,5.7,2.19,-71.56,603883.XSHG,4.4037,4.3853,2.0212,5.4906,35.7262,93.0689,6.9311,5.4906,22.1388,4.9213,0.7229,100.72,,99.5821,106.6049,4.649,67.0746,31.0669,14.7606,31.0669,14.7606,12.1548,33.8447,12.4524,24.7774,15.9687,39.7933,-1
0,603883.XSHG,2017-04-29,39.56,39.5605,6.35,1.93,160.96,603883.XSHG,5.9428,5.7492,2.4544,7.0558,36.4504,91.1779,8.8221,7.0558,21.6024,4.4056,0.8142,96.8184,,96.7425,113.9775,11.9817,135.8141,30.0776,-2.7183,30.0776,-2.7183,44.5997,23.8232,38.0287,25.0126,43.3329,27.852,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603885.XSHG,2015-08-26,91.58,91.5843,12.33,5.89,345.49,603885.XSHG,9.69,9.69,2.59,13.0,25.32,84.2,15.8,13.0,5.0,2.54,1.79,83.04,0.0,,120.11,37.66,238.36,,-3.64,,-3.64,,-12.73,,-4.73,,-5.76,1
0,603885.XSHG,2015-10-31,38.2,66.9883,9.02,3.93,26.96,603885.XSHG,16.13,13.98,4.63,18.99,33.81,79.07,20.93,18.99,4.93,2.81,4.73,86.15,0.0,86.7,121.27,18.71,89.38,27.32,28.39,27.32,28.39,63.43,70.06,93.17,87.52,88.12,80.96,-1
0,603885.XSHG,2016-04-15,40.31,90.7608,10.69,4.97,39.37,603885.XSHG,2.8,-0.4,0.62,3.47,12.64,100.67,0.27,3.47,5.85,4.52,3.19,-13.14,18.45,-14.46,146.95,24.77,-3713.45,21.93,-21.7,21.93,-21.7,106.95,-98.99,472.6,-85.71,911.61,-83.49,-1
0,603885.XSHG,2016-04-21,30.01,27.5949,7.96,3.7,29.31,603885.XSHG,12.64,9.93,3.24,17.71,29.78,80.14,19.82,17.71,4.86,3.11,1.65,83.8,-0.18,78.58,109.72,20.17,101.56,30.43,34.64,30.43,34.64,48.16,9817.8496,75.64,587.82,70.42,505.16,-1
0,603885.XSHG,2016-08-27,27.28,32.1726,8.82,3.85,46.98,603885.XSHG,4.5596,3.7033,1.5265,11.5449,19.7921,88.9698,10.9751,11.5449,4.3572,2.4553,1.5648,71.3505,-0.3565,81.2195,104.7865,6.4851,58.7937,16.6441,-13.8227,16.6441,-13.8227,-18.9793,-52.2765,3.5504,-43.8306,1.9135,-43.6455,-1
0,603885.XSHG,2016-10-29,26.75,31.6701,4.48,3.66,14.34,603885.XSHG,7.3683,5.774,3.1314,18.8555,27.9839,80.3379,19.5119,18.8555,4.1965,3.0583,1.1573,79.764,-0.6093,78.3628,127.0584,29.7451,151.2814,24.4892,37.0223,24.4892,37.0223,16.0546,143.6022,23.5779,123.7893,21.961,116.5556,-1
0,603885.XSHG,2017-04-18,22.34,28.557,3.92,3.1,37.23,603885.XSHG,-0.2026,-1.1344,-0.1397,-1.1251,6.9113,105.7177,-5.6131,-1.1251,5.2867,3.9981,3.1593,459.2667,-8.4066,559.822,144.3554,21.8838,-382.7362,14.1553,-28.1956,14.1553,-28.1956,-2481.6729,-120.6563,-137.0426,-104.2844,-120.6083,-102.7904,-1
0,603885.XSHG,2017-04-29,22.27,28.4835,3.91,3.09,37.1,603885.XSHG,5.363,4.258,2.3829,13.8765,21.3296,85.6914,14.3258,13.8765,4.3957,2.9414,-0.419,79.472,0.0953,79.3955,109.386,13.2091,92.3157,22.0216,43.9134,22.0216,43.9134,-11.797,467.2983,-4.4054,1875.0365,-7.4483,2817.7698,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603886.XSHG,2017-04-25,27.24,37.1201,7.48,2.43,36.26,603886.XSHG,-2.9004,-3.3339,-1.3899,-8.7672,62.2444,110.6921,-9.4849,-8.7672,56.5661,13.5397,-0.072,120.5309,-13.6084,114.9461,242.6089,-71.2683,666.5511,-0.0771,-64.8251,-0.0771,-64.8251,-329.6561,-111.182,-270.6166,-112.8616,-271.7267,-112.8601,-1
0,603886.XSHG,2017-04-29,49.8,61.678,13.67,4.43,66.28,603886.XSHG,-1.771,-2.291,-1.0732,-7.1322,60.6105,108.7578,-8.0187,-7.1322,57.983,10.6609,-0.1714,133.7503,-11.2883,129.3597,190.8309,-12.4334,141.9687,12.5201,1.5604,12.5201,1.5604,28.7364,14.1396,34.8653,17.3796,34.9074,17.4538,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603887.XSHG,2017-03-17,84.0,95.1884,7.94,8.87,19.47,603887.XSHG,0.9068,0.9104,0.5981,4.6697,15.8712,99.0223,0.9777,4.6697,0.7613,8.6045,0.227,101.8491,,100.3961,109.2285,-26.795,-2740.5227,-23.2554,22.4319,-23.2554,22.4319,-92.738,-88.2265,-58.2523,-33.545,-58.2523,-33.545,-1
0,603887.XSHG,2017-04-28,79.27,79.2652,6.42,7.76,24.48,603887.XSHG,2.2157,2.1827,1.5342,8.9966,12.8052,88.03,11.97,8.9966,0.3514,6.3636,0.0979,98.5288,,98.5093,121.2991,-15.6534,-130.7714,-0.2049,28.8256,-0.2049,28.8256,9.0345,1477.1661,-3.2073,148.1953,-3.2073,148.1953,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603888.XSHG,2017-04-18,66.2,67.1732,15.34,14.33,2038.33,603888.XSHG,6.7668,6.5767,4.6111,21.0704,55.8243,79.5979,20.5778,21.0704,25.3075,2.8852,-1.0948,96.3737,0.8302,97.1907,101.8729,24.241,118.8162,23.947,115.5599,23.947,115.5599,7.9991,101.7801,8.0024,103.6615,8.3681,103.6615,-1
0,603888.XSHG,2017-04-28,64.3,66.4055,14.9,13.92,1979.8101,603888.XSHG,0.8729,0.7657,0.6431,10.2931,50.638,93.0125,9.2815,10.2931,29.2632,14.1521,-1.9838,66.3787,21.7924,87.7187,112.1828,-22.5267,-322.3871,22.2822,-63.5318,22.2822,-63.5318,6.1708,-83.5513,10.9591,-82.185,9.2966,-82.4519,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603889.XSHG,2015-04-20,27.96,28.4988,2.85,1.87,-446.32,603889.XSHG,3.67,3.9,1.97,9.16,19.32,91.14,8.46,9.16,2.35,6.97,1.0,108.91,-4.93,106.42,117.27,-15.35,-173.17,24.53,-20.53,24.53,-20.53,60.34,-29.64,126.52,-0.68,135.59,-2.86,1
0,603889.XSHG,2015-04-28,32.71,28.3921,3.24,2.19,-522.12,603889.XSHG,2.73,2.12,1.76,8.03,17.16,92.59,7.99,8.03,1.87,7.33,-0.13,78.76,6.12,77.84,102.09,-53.54,-722.42,-3.79,13.27,-3.79,13.27,33.04,6.93,58.14,-0.72,67.24,2.77,1
0,603889.XSHG,2015-08-21,33.64,36.828,4.2,2.75,-70.1,603889.XSHG,5.64,5.16,3.76,10.37,20.23,88.41,12.38,10.37,1.48,5.5,0.42,93.95,6.41,91.34,95.85,46.54,401.6,9.04,64.18,9.04,64.18,9.77,154.52,8.82,112.01,9.45,107.01,-1
