0,603566.XSHG,2015-08-20,51.16,51.1633,5.67,15.09,267.28,603566.XSHG,2.45,2.45,2.12,25.48,70.74,71.75,28.42,25.48,24.48,21.14,-1.19,92.85,0.56,,125.64,45.58,161.36,,-27.67,,-27.67,,-46.35,,-48.89,,-48.89,1,1,1
0,603566.XSHG,2015-10-23,36.33,40.9078,4.53,11.8,9.09,603566.XSHG,4.66,4.35,4.03,33.64,73.67,63.42,36.57,33.64,20.39,14.92,-1.01,92.91,-0.04,93.36,63.34,13.35,36.49,-12.1,47.58,-12.1,47.58,-25.43,89.89,-10.96,94.81,-10.96,94.81,1,1,1
0,603566.XSHG,2016-04-09,60.25,65.3772,6.99,19.63,32.78,603566.XSHG,2.43,1.94,2.1,21.1,67.94,78.66,23.54,21.1,23.96,26.4,-1.52,84.03,8.68,79.73,166.71,89.14,417.7,10.5,-15.86,10.5,-15.86,10.34,-45.82,-29.84,-47.22,-29.84,-47.22,-1,-1,-1
0,603566.XSHG,2016-04-30,50.38,54.0926,5.84,16.42,27.41,603566.XSHG,3.22,1.73,2.87,37.54,70.73,75.48,25.12,37.54,22.56,22.88,-1.05,54.58,1.33,53.67,74.59,19.1,77.89,-10.08,0.12,-10.08,0.12,-41.04,6.82,-6.41,78.11,-6.41,78.11,-1,-1,-1
0,603566.XSHG,2016-08-19,50.72,49.6451,5.1,15.13,32.57,603566.XSHG,3.3648,2.575,3.0126,34.8667,69.3383,69.1661,36.3721,34.8667,22.4072,16.9023,-1.2981,76.7177,13.7798,76.5266,104.0241,36.1888,117.3672,42.0706,14.2866,42.0706,14.2866,81.8403,65.4602,94.3886,6.1497,94.3886,6.1497,1,1,1
0,603566.XSHG,2016-10-28,49.4,56.2148,5.78,15.79,-15.14,603566.XSHG,4.674,4.1768,4.2042,37.2867,74.3266,61.6674,39.5542,37.2867,18.7073,16.0686,-0.6811,90.0561,2.8699,89.3615,77.3695,18.0252,47.0231,27.9636,32.9243,27.9636,32.9243,38.4229,44.5533,41.842,42.1501,41.842,42.1501,-1,-1,-1
0,603566.XSHG,2017-04-17,42.77,55.2273,5.35,14.23,-52.18,603566.XSHG,2.173,1.5788,1.9042,20.3406,69.992,81.0114,22.5794,20.3406,26.7315,23.574,-0.093,74.8687,14.1578,72.6573,170.9763,96.3773,507.5538,34.273,-11.7144,34.273,-11.7144,28.7665,-49.6025,29.435,-51.8386,29.435,-51.8386,-1,-1,-1
0,603566.XSHG,2017-04-29,47.35,60.3891,5.92,15.76,-57.78,603566.XSHG,2.2242,1.9809,1.9093,25.238,71.6131,74.2241,27.3713,25.238,23.8637,20.4354,-0.8891,88.6181,5.4851,89.0602,75.6253,-4.7261,-18.3352,13.4566,-15.4059,13.4566,-15.4059,23.6104,2.5473,-23.7223,4.9621,-23.7223,4.9621,-1,-1,-1
0,603566.XSHG,2017-08-18,44.2167,41.7758,5.3975,13.1164,-231.1216,603566.XSHG,1.8987,1.601,1.6388,22.6648,69.0138,78.8197,24.6345,22.6648,25.0444,22.2031,-1.1019,85.0818,13.8757,84.3205,102.7238,25.5471,120.6173,-5.3734,-4.6812,-5.3734,-4.6812,-35.9102,-14.2119,-38.4887,-14.3995,-38.4887,-14.3995,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603567.XSHG,2015-08-21,46.3,48.0265,6.27,13.82,-107.76,603567.XSHG,7.25,7.25,4.74,39.28,80.54,54.85,45.15,39.28,12.66,15.98,2.54,98.92,0.0,,62.16,-9.11,-20.17,-10.22,155.97,-10.22,155.97,-2.85,769.29,0.86,738.6,0.55,667.18,1,1,1
0,603567.XSHG,2015-10-27,31.65,32.9043,4.3,9.83,12.04,603567.XSHG,1.87,1.61,1.2,10.11,76.21,88.59,11.41,10.11,43.47,18.41,1.72,86.98,0.0,86.25,66.92,-36.59,-320.61,168.94,-1.83,168.94,-1.83,62.34,-75.19,15.92,-74.73,10.03,-73.97,1,1,1
0,603567.XSHG,2016-04-26,43.87,46.0784,5.93,11.41,28.72,603567.XSHG,9.39,9.13,6.11,36.23,81.63,57.86,42.14,36.23,20.7,14.42,1.2,96.46,0.0,97.17,130.97,3.92,9.3,22.02,53.56,22.02,53.56,52.21,466.93,43.77,450.44,40.64,427.56,1,1,1
0,603567.XSHG,2016-04-27,34.61,29.6398,4.67,9.0,22.66,603567.XSHG,1.66,1.6,1.08,15.67,55.15,76.73,23.27,15.67,12.04,18.46,0.83,96.97,0.0,96.27,101.1,-69.42,-298.32,96.22,-49.15,96.22,-49.15,243.42,-71.92,156.5,-78.01,142.92,-76.95,1,1,1
0,603567.XSHG,2016-08-26,29.7,31.7,4.56,8.16,24.03,603567.XSHG,3.4983,2.7548,2.3258,26.6758,64.8818,75.8268,24.1732,26.6758,15.9642,17.589,1.6934,77.9125,,78.7474,102.063,-6.0812,-25.1568,-3.2534,26.2047,-3.2534,26.2047,-48.2059,31.1068,-34.2911,114.829,-33.3394,110.5263,-1,-1,-1
0,603567.XSHG,2016-10-28,31.34,29.6688,4.34,7.7,-28.99,603567.XSHG,4.1893,2.0247,2.7336,31.5184,70.8619,76.892,35.0792,31.5184,21.0538,20.3806,2.4118,55.373,,48.33,80.4691,16.3664,70.8254,1.0848,2.5696,1.0848,2.5696,210.6853,48.8449,215.1778,21.1899,210.4556,21.243,-1,-1,-1
0,603567.XSHG,2017-04-29,25.05,28.6678,4.03,7.42,263.72,603567.XSHG,3.074,2.3402,2.0061,13.6393,64.8187,91.8896,9.0969,13.6343,38.4152,12.2145,2.1792,70.5016,8.5759,76.1281,91.1788,26.1989,322.9119,16.0596,76.3076,16.017,76.2429,-74.9443,-54.2791,-56.3295,-23.7326,-55.2257,-23.9139,-1,-1,-1
0,603567.XSHG,2017-04-29,24.0,27.4781,3.86,7.11,252.64,603567.XSHG,2.6925,2.6122,1.8817,21.8672,59.1232,74.0191,26.2984,21.7751,16.1844,14.4808,0.8854,97.1194,1.1868,97.0196,77.8155,17.4067,66.7159,34.1634,-41.2147,33.5986,-41.4407,51.6276,69.9435,86.4212,-6.1148,75.089,-9.8449,-1,-1,-1
0,603567.XSHG,2017-08-19,25.5245,28.0464,3.3506,5.6454,57.813,603567.XSHG,1.8736,0.8407,1.3406,13.3145,60.1394,92.1624,8.4247,13.2892,25.378,15.7072,2.3204,47.8802,3.5867,44.8707,96.3464,23.9953,305.5763,19.5479,12.4561,19.3208,12.7172,-58.3361,-63.9748,-40.4444,-31.369,-41.8178,-30.042,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603568.XSHG,2015-08-15,75.08,75.0788,10.85,25.06,207.47,603568.XSHG,6.47,6.39,2.75,44.11,67.3,53.19,46.81,44.11,0.46,7.13,13.2,93.17,0.0,98.79,99.22,57.14,122.07,8.77,13.29,8.77,13.29,29.75,26.14,25.0,16.07,25.0,16.07,1,1,1
0,603568.XSHG,2015-10-29,93.92,108.4087,15.67,33.87,76.33,603568.XSHG,5.65,5.62,2.51,45.64,69.94,54.77,45.23,45.64,0.68,11.66,11.26,86.76,0.0,99.47,125.13,56.66,125.26,-10.57,-13.22,-10.57,-13.22,-5.3,-16.13,-5.09,-10.22,-5.09,-10.22,-1,-1,-1
0,603568.XSHG,2016-04-16,90.93,103.3532,14.26,33.17,138.52,603568.XSHG,5.0,4.64,2.28,39.82,57.77,71.54,28.98,39.82,1.57,16.2,9.98,60.08,1.09,92.69,129.99,106.36,373.64,-9.98,4.12,-9.98,4.12,-15.13,-33.29,136.18,-9.15,136.18,-9.15,-1,-1,-1
0,603568.XSHG,2016-04-30,65.37,56.7732,10.25,23.85,99.59,603568.XSHG,4.81,4.64,2.67,50.22,66.41,53.96,46.09,50.22,0.92,8.36,7.87,78.99,0.07,96.47,91.59,13.81,30.0,1.09,-1.24,1.09,-1.24,10.82,57.04,17.92,24.54,17.92,24.54,-1,-1,-1
0,603568.XSHG,2016-08-27,51.74,53.9696,8.92,23.23,668.51,603568.XSHG,4.7496,4.5949,2.5705,47.4566,65.4213,54.5644,45.4733,47.4566,0.9051,9.4069,7.3451,83.7091,0.0696,96.7418,99.5639,52.6451,115.8676,-4.6876,6.8147,-4.6876,6.8147,-7.4022,5.3954,2.5356,0.9324,2.5356,0.9324,1,1,1
0,603568.XSHG,2016-10-29,59.46,62.4505,10.36,27.23,-71.58,603568.XSHG,5.0244,4.8672,2.6679,52.6748,63.2025,56.5084,43.5289,52.6748,0.8982,10.3932,7.4048,67.9662,0.0583,96.8709,137.398,122.3732,281.3723,7.1502,-2.4391,7.1502,-2.4391,3.1122,-6.6109,23.6732,8.2885,23.6732,8.2885,-1,-1,-1
0,603568.XSHG,2017-04-15,48.84,54.4368,8.55,23.24,1382.97,603568.XSHG,3.8104,3.6742,2.1045,39.7425,53.7239,70.7284,31.2019,39.7425,1.4698,10.2376,7.0892,61.8567,4.0789,96.4253,113.6919,56.6795,193.6328,8.1024,5.0414,8.1024,5.0414,16.3823,-24.7054,7.8807,-20.7477,7.8807,-20.7477,-1,-1,-1
0,603568.XSHG,2017-04-29,47.83,53.0817,8.38,22.76,1354.36,603568.XSHG,5.9721,5.7949,3.4634,57.1355,67.7408,49.4908,50.8086,57.1355,0.8598,6.9337,6.1506,78.6826,0.4664,97.0319,81.3715,11.9204,23.6005,28.0631,16.9922,28.0631,16.9922,41.1871,90.5081,45.6912,68.1931,45.6912,68.1931,-1,-1,-1
0,603568.XSHG,2017-08-19,40.5514,45.2203,7.1947,20.0931,69.398,603568.XSHG,5.9338,5.6723,3.4928,50.2194,63.8246,52.815,48.5619,50.2194,0.7663,8.8527,4.8722,82.2563,2.4004,95.5942,105.724,62.3084,132.0513,42.1465,18.5614,42.1465,18.5614,51.8013,13.3188,50.4221,4.2099,50.4221,4.2099,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603569.XSHG,2016-10-28,53.96,55.1926,16.05,4.83,297.29,603569.XSHG,5.2143,4.9475,2.8016,8.7046,16.4316,90.2771,9.9868,8.7046,1.9968,4.0869,0.022,91.9108,2.4952,94.8822,106.6531,7.6016,78.1825,16.8082,-1.8473,16.8082,-1.8473,-10.1614,16.7735,1.8975,-11.5996,1.1728,-11.776,1,1,1
0,603569.XSHG,2017-04-18,55.7,57.2445,10.23,4.83,26.8,603569.XSHG,7.5494,6.9928,4.1396,8.1068,11.275,92.6866,7.9811,8.1068,1.247,1.4879,-0.0861,69.35,6.3316,92.6273,70.1755,15.5702,212.9015,66.4913,102.6972,66.4913,102.6972,54.1548,61.9872,59.0446,88.7773,56.7085,86.2749,-1,-1,-1
0,603569.XSHG,2017-04-28,44.08,45.2074,8.1,3.82,21.21,603569.XSHG,2.4345,2.1844,0.8239,2.5993,8.4683,96.7778,3.4392,2.5993,1.7043,3.4543,-0.0772,79.49,5.355,89.7267,105.8623,-26.2492,-814.6446,27.6401,-30.4539,27.6401,-30.4539,-56.7007,-70.0308,-59.4526,-77.7016,-39.2029,-66.1112,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603577.XSHG,2017-04-21,42.55,58.1774,5.76,4.78,49.26,603577.XSHG,2.543,2.571,1.3887,7.4705,23.2116,90.9937,9.0063,7.4705,5.4917,5.7817,1.5546,101.0627,,101.1008,343.1859,-25.6525,-284.8295,11.455,43.4651,11.455,43.4651,-27.871,-19.3945,-29.3386,-20.7041,-29.3386,-20.7041,-1,-1,-1
0,603577.XSHG,2017-04-21,81.13,100.86,10.98,9.11,93.93,603577.XSHG,1.1135,1.0004,0.6159,5.6714,22.5217,94.5691,5.6777,5.6714,5.4162,4.8556,3.816,85.4352,3.8818,89.8398,122.0141,-192.8663,-3551.2725,50.039,-28.4794,50.039,-28.4794,-27.7686,-54.9124,-15.6104,-45.7037,-15.6104,-45.7037,-1,-1,-1
0,603577.XSHG,2017-08-04,58.26,56.6635,4.2356,5.0777,69.2341,603577.XSHG,1.4316,1.3889,0.7496,6.0393,22.2536,92.9489,7.2854,6.0393,5.1087,5.2725,4.417,94.0234,3.1251,97.018,86.3659,-12.482,-177.0223,34.4105,20.892,34.4105,20.892,2.1812,55.1256,-8.1145,28.734,-8.1145,28.734,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603578.XSHG,2017-04-26,112.58,112.5794,24.3,19.63,1026.8199,603578.XSHG,4.1972,4.0515,3.3645,18.1158,30.5988,81.7533,18.2467,18.1158,3.7238,7.1612,0.4238,90.2009,,96.529,28.168,-24.475,-134.134,7.0905,,7.0905,,9.1898,,19.6882,,19.6882,,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603579.XSHG,2017-04-25,46.95,46.9466,21.5,7.55,36.63,603579.XSHG,6.676,6.6222,3.9606,15.7861,39.6248,80.8693,19.1317,15.7861,12.6403,6.6381,1.001,99.1631,0.0055,99.193,104.7633,10.675,55.8002,30.2846,-15.2434,30.2846,-15.2434,20.7379,-6.104,15.2371,-14.9462,10.7227,-17.7172,-1,-1,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603585.XSHG,2017-04-21,57.73,59.036,10.21,6.07,125.19,603585.XSHG,5.4507,5.4251,4.967,22.1226,33.2524,77.8476,21.8573,22.1226,2.2579,11.6164,-3.7086,100.9598,-1.3445,99.5303,122.9274,13.7385,62.018,,,,,,,,,,,-1,-1,-1
0,603585.XSHG,2017-04-27,56.86,56.8598,10.05,5.98,123.3,603585.XSHG,3.3998,3.3606,3.4629,18.7867,34.5704,77.4378,22.2521,18.7867,2.4599,7.9748,0.6766,100.5557,-1.3822,98.8466,94.2257,2.1901,9.7068,15.1691,1.3016,15.1691,1.3016,9.9006,3.1311,15.8153,-13.9737,14.6112,-15.1146,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603586.XSHG,2017-08-19,33.6306,34.4099,3.5896,5.1615,7.8556,603586.XSHG,2.7475,2.4339,1.9863,14.3786,32.7616,82.855,17.145,14.3786,5.036,8.0122,1.235,89.8025,,88.587,93.6067,14.2477,83.1009,26.1808,9.4162,26.1808,9.4162,3.6211,24.1375,-1.7878,20.3498,-1.7997,20.3384,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603588.XSHG,2015-04-25,38.75,36.7562,2.98,6.44,402.77,603588.XSHG,5.38,5.22,3.15,19.04,31.36,79.13,20.87,19.04,2.13,8.9,-4.93,98.38,0.03,97.1,23.73,-13.76,-65.92,-5.19,109.82,-5.19,109.82,-19.47,203.3,-16.05,177.85,-19.3,170.22,1,1,1
0,603588.XSHG,2015-04-25,74.21,85.0985,5.77,12.33,771.44,603588.XSHG,-1.27,-1.27,-0.8,-32.26,30.3,132.16,-32.16,-32.26,10.43,52.76,-3.33,100.08,0.0,,251.91,-116.05,360.86,87.5,-81.98,87.5,-81.98,-6.37,-127.77,-5.07,-130.53,-5.27,-130.6,1,1,1
0,603588.XSHG,2015-08-28,106.26,105.2649,6.99,15.05,140.06,603588.XSHG,2.15,2.05,1.27,15.34,32.04,84.19,15.56,15.34,3.42,9.6,-2.15,101.79,-1.64,95.64,9.38,-95.08,-601.35,35.24,258.58,35.24,258.58,7.92,273.45,-2.08,270.56,-4.67,271.49,-1,1,1
0,603588.XSHG,2015-10-23,83.06,80.973,5.38,10.73,36.3,603588.XSHG,1.63,0.55,0.92,11.66,29.82,88.01,11.99,11.66,5.2,11.62,-0.85,99.06,0.0,33.96,88.61,5.45,45.44,33.43,-1.6,33.43,-1.6,10.83,-24.13,8.2,-25.21,8.28,-23.63,1,1,1
0,603588.XSHG,2016-04-16,110.16,109.4603,7.22,13.56,59.43,603588.XSHG,3.53,4.38,2.0,13.53,27.56,84.23,15.77,13.53,3.12,8.47,-3.99,95.59,0.02,124.24,89.57,61.5,389.93,22.7,92.96,22.7,92.96,-7.28,153.77,-12.8,123.92,-11.89,119.88,-1,-1,-1
0,603588.XSHG,2016-04-16,85.29,92.051,5.59,10.5,46.02,603588.XSHG,-0.65,-0.69,-0.37,-10.66,27.94,113.31,-10.4,-10.66,9.02,28.1,2.33,132.34,-28.94,,177.55,-69.24,520.2,71.5,-74.81,71.5,-74.81,44.54,-116.61,43.33,-119.84,45.53,-118.92,-1,-1,-1
0,603588.XSHG,2016-08-19,77.56,84.7634,5.0,8.45,103.97,603588.XSHG,2.6981,2.7149,1.3528,11.4874,26.7366,89.841,11.3619,11.4874,2.7907,7.8928,2.5446,89.3063,10.5746,100.6229,20.1487,-39.8578,-392.3398,74.5222,264.898,74.5222,264.898,27.4709,498.6505,30.6683,493.2778,32.1053,515.8953,-1,1,1
0,603588.XSHG,2016-10-28,81.46,98.17,5.68,8.36,-79.63,603588.XSHG,2.0408,2.0387,0.9517,10.9221,26.7565,89.374,11.9804,10.9221,3.1692,11.5516,1.819,88.8274,11.3218,99.897,85.7625,-7.3969,-69.6117,42.6819,-19.5545,42.6819,-19.5545,42.5126,-15.1757,33.6394,-23.513,33.6309,-22.7503,-1,-1,-1
0,603588.XSHG,2017-03-28,75.16,97.3612,5.5,7.66,-108.04,603588.XSHG,4.216,4.2054,2.1075,13.2631,28.1227,86.0795,15.7585,13.2631,2.4211,10.1119,0.6603,88.4824,11.6824,99.7482,72.5714,24.4697,175.7815,45.676,97.009,45.676,97.009,45.5295,159.1375,42.776,139.2334,29.9679,113.8543,1,1,1
0,603588.XSHG,2017-04-15,64.44,64.4372,5.12,6.44,95.25,603588.XSHG,0.1694,0.1802,0.1621,2.6965,27.7625,98.8148,3.2907,2.6965,5.2385,16.0088,5.8018,36.4296,64.7129,106.3258,121.9212,-50.3226,-4245.7437,140.0399,-58.4928,140.0399,-58.4928,175.9524,-91.3324,160.7276,-91.5613,128.2935,-95.882,1,1,1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603589.XSHG,2015-08-26,36.02,36.0165,4.56,6.73,-273.89,603589.XSHG,3.43,3.43,2.31,16.88,67.26,77.41,22.59,16.88,18.52,7.98,0.6,100.42,0.0,,130.22,32.64,144.48,,-22.7,,-22.7,,-46.44,,-45.04,,-45.04,-1,-1,-1
0,603589.XSHG,2015-10-29,35.84,44.2602,5.6,7.57,22.42,603589.XSHG,9.09,9.09,6.33,33.2,73.17,56.94,43.06,33.2,9.03,6.22,0.2,99.96,0.0,99.96,96.06,36.93,85.76,17.59,41.1,17.59,41.1,47.82,168.92,47.79,177.41,47.79,177.41,1,1,1
0,603589.XSHG,2016-04-28,42.39,61.0319,7.15,9.95,52.33,603589.XSHG,2.24,2.23,1.54,14.15,68.42,78.06,22.0,14.15,17.93,9.86,-0.54,99.56,0.29,99.49,154.75,43.49,198.25,-0.99,-41.56,-0.99,-41.56,8.37,-70.14,-3.37,-75.09,-3.37,-75.09,1,1,1
0,603589.XSHG,2016-04-28,32.27,32.3986,5.45,7.58,39.84,603589.XSHG,7.12,7.03,5.39,30.49,72.19,59.48,40.95,30.49,10.03,5.28,-0.04,98.81,1.05,98.79,80.19,-10.63,-26.24,20.29,88.71,20.29,88.71,51.08,251.27,54.45,306.69,54.45,306.69,1,1,1
0,603589.XSHG,2016-08-25,31.0,35.8872,5.52,7.95,111.95,603589.XSHG,3.4408,3.3174,2.662,22.5639,70.4888,71.3016,29.4805,22.5639,16.1219,8.4527,-0.2201,96.3781,2.6265,96.4152,98.8847,11.2224,39.1046,4.2542,-33.0049,4.2542,-33.0049,36.0346,-51.7737,39.3189,-50.4263,39.3189,-50.4263,-1,-1,-1
0,603589.XSHG,2016-10-27,24.28,29.6235,4.64,6.5,-17.78,603589.XSHG,7.6557,7.4951,5.9309,36.0716,74.5132,52.9807,47.8516,36.0716,7.7948,5.2164,-0.3614,97.8988,1.733,97.9018,92.9976,37.4906,79.7346,5.8906,43.3141,5.8906,43.3141,17.6707,132.6216,15.0628,129.1083,15.0628,129.1083,-1,-1,-1
0,603589.XSHG,2017-04-28,24.12,31.8436,4.51,6.7,-33.01,603589.XSHG,1.6899,1.5597,1.2866,14.3511,71.6728,79.3731,22.0127,14.3511,22.1009,9.2433,-0.1111,93.3319,6.2704,92.2984,186.8449,70.2249,340.4523,5.2621,-41.9035,5.2621,-41.9035,5.3187,-73.2744,6.7627,-76.8863,6.7627,-76.8863,1,1,1
0,603589.XSHG,2017-04-28,26.9,34.6087,5.02,7.47,-36.8,603589.XSHG,7.4247,7.2692,5.6311,31.6644,72.7952,58.6203,42.2205,31.6644,10.094,3.7597,-0.0975,97.9084,1.9895,97.9062,91.9776,19.1707,46.3286,16.3321,108.5536,16.3321,108.5536,19.9303,300.0071,20.7996,360.1554,20.7996,360.1554,1,1,1
""
